CPU,Time,N0 free,N2 free,N4 free,N6 free,Copy: Best,Copy: Avg,Copy: Min,Copy: Max,Scale: Best,Scale: Avg,Scale: Min,Scale: Max,Add: Best,Add: Avg,Add: Min,Add: Max,Triad: Best,Triad: Avg,Triad: Min,Triad: Max
44,1476141626.1653576,2058,1422,1601,6894,3501.9,0.114390,0.114223,0.114520,3511.9,0.113965,0.113897,0.114082,3780.5,0.158851,0.158710,0.159052,3783.9,0.158764,0.158568,0.158950
0,1476141905.2594273,1964,1301,1546,6890,5711.1,0.076803,0.070039,0.086523,5677.6,0.077232,0.070452,0.082981,6376.8,0.103803,0.094091,0.112723,6383.9,0.102434,0.093987,0.110119
21,1476141916.064662,1971,1300,1546,6896,2029.6,0.198295,0.197081,0.200527,2034.8,0.197254,0.196583,0.201063,2026.2,0.296466,0.296121,0.297165,2026.3,0.297229,0.296099,0.299155
30,1476141922.3421268,1982,1316,1545,6887,3560.3,0.118114,0.112350,0.126772,3583.3,0.115027,0.111630,0.119368,3834.8,0.161868,0.156463,0.169623,3837.1,0.163758,0.156369,0.169794
43,1476141928.6318815,1972,1307,1548,6903,3491.6,0.117170,0.114561,0.124905,3506.4,0.116040,0.114077,0.122274,3761.4,0.163328,0.159516,0.172783,3762.2,0.163064,0.159480,0.172335
2,1476142205.7303314,1916,1408,1535,6801,5747.0,0.074592,0.069602,0.080869,5637.0,0.074907,0.070960,0.078179,6428.5,0.099829,0.093334,0.105224,6544.8,0.099712,0.091676,0.105076
12,1476142213.1515503,1934,1418,1621,6862,2964.1,0.135571,0.134947,0.137125,2962.4,0.135544,0.135024,0.136735,3008.3,0.200214,0.199450,0.201791,3011.4,0.200145,0.199240,0.201944
35,1476142219.1873739,1940,1405,1623,6878,3590.6,0.111641,0.111403,0.111804,3598.5,0.111345,0.111158,0.111476,3860.1,0.155810,0.155437,0.156492,3867.2,0.155513,0.155151,0.155977
44,1476142225.3512352,1937,1388,1623,6879,3514.2,0.114084,0.113825,0.114373,3512.9,0.114001,0.113866,0.114202,3784.2,0.158699,0.158554,0.158887,3789.1,0.158570,0.158349,0.158765
10,1476142506.8357527,1892,1484,1620,6865,4634.2,0.094389,0.086315,0.111640,4947.6,0.089639,0.080848,0.100617,5215.4,0.121565,0.115043,0.129120,5236.0,0.122637,0.114592,0.134755
12,1476142514.156397,1891,1485,1623,6865,2970.0,0.135964,0.134682,0.137980,2968.2,0.135752,0.134762,0.137890,3016.1,0.200437,0.198935,0.202886,3014.3,0.200248,0.199048,0.202713
32,1476142520.452036,1880,1486,1622,6865,3581.3,0.118243,0.111691,0.136954,3592.2,0.119048,0.111353,0.141009,3847.3,0.160391,0.155952,0.169562,3850.8,0.160240,0.155812,0.177862
41,1476142526.0568144,1897,1486,1614,6865,3976.6,0.106232,0.100588,0.115520,3993.5,0.105132,0.100162,0.111872,4217.5,0.148190,0.142263,0.156513,4226.0,0.147752,0.141977,0.156017
10,1476142809.0484583,1999,1447,1615,6848,2891.1,0.140512,0.138354,0.143020,2911.6,0.140502,0.137382,0.142923,3385.7,0.179221,0.177216,0.182784,3381.4,0.179837,0.177440,0.182378
16,1476142817.1262915,2005,1441,1616,6852,2713.2,0.150887,0.147428,0.155024,2778.4,0.154650,0.143967,0.156676,2815.0,0.213816,0.213143,0.214827,2829.2,0.212998,0.212076,0.217059
26,1476142824.6328568,2005,1456,1617,6852,2988.0,0.143061,0.133871,0.145500,3178.3,0.145943,0.125853,0.149833,3107.6,0.195145,0.193078,0.196747,3092.0,0.194995,0.194048,0.196019
38,1476142836.883955,2006,1445,1617,6853,2351.5,0.224454,0.170102,0.244569,2469.5,0.224082,0.161977,0.245787,2307.3,0.342783,0.260044,0.362663,2460.9,0.341193,0.243810,0.363858
6,1476143106.4769027,2462,1447,1613,6859,4595.3,0.099807,0.087045,0.115804,4801.3,0.093425,0.083311,0.103042,5099.5,0.130596,0.117659,0.148231,4968.2,0.129034,0.120767,0.138009
17,1476143113.926864,2511,1446,1578,6851,2931.8,0.137874,0.136434,0.140520,2959.5,0.137404,0.135159,0.139010,3004.0,0.202785,0.199733,0.207830,2994.2,0.202479,0.200389,0.208951
30,1476143120.2963698,2477,1450,1609,6851,3548.9,0.117519,0.112711,0.122104,3574.0,0.120143,0.111920,0.140255,3799.0,0.168984,0.157937,0.190822,3819.3,0.164007,0.157097,0.169233
46,1476143126.7273288,2494,1454,1610,6851,3493.5,0.119183,0.114497,0.124887,3510.0,0.118714,0.113961,0.127797,3753.5,0.168311,0.159850,0.183548,3756.8,0.167976,0.159712,0.175778
7,1476143409.5880787,2333,1455,1596,6835,2993.2,0.158809,0.133637,0.180190,2792.7,0.156021,0.143229,0.172952,3199.9,0.201947,0.187505,0.226582,3381.2,0.200265,0.177453,0.236153
19,1476143425.461063,1937,1458,1604,6856,1968.0,0.296339,0.203255,0.357101,1951.6,0.297858,0.204956,0.369451,2006.6,0.446503,0.299011,0.557838,1984.3,0.463829,0.302366,0.541827
31,1476143434.5477083,1849,1458,1608,6857,2834.2,0.159281,0.141134,0.179573,2770.1,0.161207,0.144399,0.177854,3076.1,0.226547,0.195050,0.277111,2798.2,0.231170,0.214424,0.271623
36,1476143443.5111787,1938,1463,1617,6863,3005.7,0.162400,0.133079,0.174494,3011.7,0.174250,0.132816,0.244124,2971.4,0.248904,0.201922,0.264533,3451.3,0.236571,0.173845,0.262118
10,1476143706.9618304,2544,1447,1614,6849,4695.3,0.093126,0.085191,0.096430,4964.9,0.090199,0.080566,0.093119,5263.4,0.124537,0.113995,0.127783,5244.4,0.124363,0.114407,0.127255
16,1476143714.2435973,2548,1447,1616,6848,2972.0,0.134824,0.134591,0.135022,2969.4,0.134912,0.134708,0.135159,3017.4,0.199200,0.198849,0.199405,3018.4,0.199074,0.198780,0.199237
25,1476143719.680891,2548,1447,1617,6848,4110.0,0.097577,0.097324,0.097987,4139.5,0.096784,0.096631,0.097018,4355.8,0.137901,0.137746,0.138030,4356.0,0.137832,0.137742,0.137990
41,1476143725.5547593,2548,1447,1617,6848,3617.7,0.110803,0.110568,0.110974,3615.7,0.110734,0.110630,0.110965,3860.2,0.155625,0.155431,0.155947,3874.7,0.155084,0.154850,0.155223
7,1476144007.081511,2478,1453,1614,6804,4433.5,0.097206,0.090222,0.105449,4539.5,0.093864,0.088115,0.103579,5021.3,0.131234,0.119492,0.152044,5059.6,0.126983,0.118587,0.132564
22,1476144017.749998,2500,1462,1615,6810,2037.2,0.196643,0.196344,0.197610,2036.8,0.196769,0.196383,0.198473,2030.8,0.295567,0.295450,0.296031,2030.7,0.295549,0.295461,0.295665
30,1476144023.880326,2488,1466,1614,6808,3586.2,0.115114,0.111538,0.134581,3598.7,0.113913,0.111151,0.132765,3857.4,0.158642,0.155544,0.177342,3856.5,0.156784,0.155583,0.159852
42,1476144030.0771348,2494,1466,1614,6808,3505.6,0.114782,0.114102,0.119386,3518.5,0.114066,0.113686,0.115189,3779.7,0.159539,0.158741,0.164024,3779.7,0.160501,0.158741,0.170406
10,1476144306.607445,2566,1465,1546,6794,4652.6,0.090944,0.085974,0.097888,4953.9,0.087341,0.080745,0.094066,5221.0,0.122228,0.114921,0.129070,5225.4,0.121248,0.114823,0.128375
14,1476144313.9322295,2573,1466,1572,6791,2960.9,0.135302,0.135092,0.135677,2960.2,0.135282,0.135125,0.135529,3003.8,0.200003,0.199749,0.200512,3005.2,0.199942,0.199652,0.200465
32,1476144319.9825854,2569,1467,1570,6780,3607.2,0.111940,0.110889,0.119035,3611.1,0.111206,0.110769,0.113822,3859.9,0.156933,0.155446,0.165922,3863.8,0.157137,0.155289,0.170919
36,1476144325.5892572,2573,1467,1581,6729,3986.3,0.105621,0.100343,0.111495,3984.4,0.105245,0.100392,0.111311,4203.0,0.149401,0.142756,0.156429,4210.3,0.148800,0.142509,0.155964
9,1476144606.3786285,2653,1380,1548,6789,4507.0,0.099944,0.088751,0.110574,4796.6,0.093970,0.083392,0.103363,5090.4,0.128883,0.117869,0.151330,5116.2,0.130955,0.117274,0.152984
18,1476144617.050731,2612,1387,1560,6766,2035.0,0.196921,0.196560,0.197915,2036.3,0.196649,0.196438,0.197277,2030.3,0.295815,0.295521,0.296238,2029.3,0.295980,0.295663,0.296478
34,1476144623.3809402,2628,1389,1548,6808,3577.7,0.116874,0.111804,0.131720,3599.3,0.117308,0.111134,0.131526,3833.5,0.164937,0.156514,0.180112,3836.0,0.162881,0.156413,0.173255
37,1476144629.0977764,2629,1390,1567,6808,3966.3,0.108932,0.100850,0.121141,3981.6,0.107798,0.100462,0.116664,4199.5,0.150870,0.142875,0.158405,4222.2,0.152052,0.142106,0.165428
1,1476144905.3260252,2665,1323,1605,6803,5649.0,0.079995,0.070809,0.093319,5619.5,0.077691,0.071180,0.088583,6416.6,0.101995,0.093508,0.107131,6403.7,0.103123,0.093696,0.117866
13,1476144912.719771,2643,1323,1594,6804,2966.5,0.137126,0.134841,0.142109,2963.1,0.137508,0.134995,0.144464,3009.7,0.201435,0.199355,0.203667,3010.4,0.201486,0.199308,0.204760
35,1476144919.0030918,2650,1326,1601,6805,3569.8,0.117448,0.112050,0.130908,3588.5,0.116219,0.111467,0.130458,3832.2,0.162422,0.156566,0.173074,3820.3,0.164049,0.157054,0.183938
39,1476144925.0612962,2592,1329,1603,6772,3736.3,0.116095,0.107057,0.128320,3876.8,0.116174,0.103177,0.124063,4123.2,0.161459,0.145518,0.177909,4162.1,0.161310,0.144159,0.175662
4,1476145205.7590294,2681,1374,1593,6806,5544.6,0.078216,0.072142,0.083041,5384.6,0.078270,0.074286,0.086496,6205.7,0.104888,0.096686,0.125959,6298.0,0.103273,0.095268,0.112401
18,1476145216.4626591,2644,1311,1555,6797,2035.6,0.197254,0.196504,0.198065,2035.4,0.196931,0.196520,0.197644,2029.5,0.296492,0.295645,0.299764,2030.3,0.295942,0.295521,0.296598
30,1476145222.6731713,2507,1326,1464,6729,3576.5,0.114150,0.111840,0.122319,3590.0,0.113567,0.111421,0.119584,3846.1,0.160741,0.156001,0.171225,3850.5,0.160223,0.155823,0.173294
38,1476145228.23946,2505,1326,1459,6666,3953.3,0.104803,0.101181,0.111844,3993.8,0.103202,0.100156,0.111402,4212.3,0.147233,0.142440,0.156549,4213.7,0.147737,0.142391,0.161820
9,1476145506.6704793,2239,1289,1404,6647,4652.4,0.092584,0.085978,0.098226,4926.9,0.087814,0.081187,0.094418,5185.2,0.123952,0.115714,0.137983,5203.5,0.122842,0.115308,0.129246
18,1476145517.3482757,2217,1291,1406,6652,2035.0,0.196988,0.196560,0.198289,2035.7,0.196797,0.196488,0.197083,2029.5,0.295873,0.295639,0.296187,2028.8,0.295895,0.295738,0.296278
34,1476145523.5519378,2220,1292,1406,6653,3580.0,0.115723,0.111733,0.122445,3592.5,0.114170,0.111342,0.118773,3846.6,0.162215,0.155980,0.169032,3843.8,0.161837,0.156094,0.169166
36,1476145529.2625828,2219,1293,1407,6652,3964.6,0.108306,0.100894,0.125383,3981.7,0.105321,0.100461,0.112031,4196.4,0.149587,0.142979,0.158920,4211.9,0.149826,0.142452,0.165276
2,1476145805.824578,2280,1284,1386,6662,5734.3,0.074586,0.069755,0.079116,5771.2,0.073885,0.069310,0.077216,6497.2,0.099449,0.092347,0.107740,6472.8,0.099526,0.092696,0.105789
21,1476145816.4880733,2292,1288,1385,6661,2037.4,0.196476,0.196327,0.196714,2042.1,0.196143,0.195872,0.196336,2031.8,0.295398,0.295299,0.295512,2034.7,0.295102,0.294881,0.295386
27,1476145821.9913697,2292,1290,1387,6662,4102.7,0.103691,0.097497,0.109801,4134.9,0.103375,0.096737,0.108747,4351.4,0.146009,0.137885,0.153260,4358.2,0.146111,0.137672,0.152996
44,1476145828.4416668,2382,1294,1387,6662,3472.0,0.118896,0.115209,0.120787,3493.3,0.118190,0.114506,0.120829,3736.3,0.167342,0.160585,0.171548,3745.2,0.166779,0.160206,0.171023
11,1476146106.2402537,2346,1436,1432,6725,4530.9,0.099239,0.088283,0.127232,4874.5,0.096108,0.082059,0.124363,5131.5,0.130514,0.116924,0.156728,5142.0,0.127200,0.116687,0.148724
23,1476146116.9206953,2366,1436,1431,6731,2033.1,0.197023,0.196744,0.197938,2035.4,0.196792,0.196526,0.197749,2030.2,0.295965,0.295534,0.296775,2031.6,0.295839,0.295333,0.296627
28,1476146122.59835,2312,1436,1433,6728,4103.2,0.109494,0.097485,0.130078,4114.9,0.104924,0.097207,0.109323,4341.7,0.149884,0.138194,0.164887,4346.0,0.149662,0.138058,0.161750
43,1476146128.9929357,2383,1433,1434,6726,3489.7,0.118987,0.114622,0.130148,3508.7,0.119409,0.114002,0.129152,3751.3,0.167183,0.159943,0.183097,3748.6,0.166682,0.160061,0.173355
1,1476146406.292036,2307,1403,1410,6724,5347.1,0.084168,0.074807,0.102664,5325.7,0.083939,0.075108,0.098150,6109.1,0.110649,0.098214,0.129632,6319.7,0.106427,0.094942,0.130654
18,1476146416.9691582,2320,1408,1408,6725,2036.1,0.196872,0.196453,0.198117,2038.7,0.196863,0.196208,0.198759,2028.8,0.295908,0.295742,0.296333,2030.9,0.295678,0.295435,0.295888
31,1476146423.227262,2321,1413,1402,6725,3577.1,0.115774,0.111823,0.126550,3575.1,0.119126,0.111886,0.138966,3830.3,0.162424,0.156646,0.177398,3839.0,0.160941,0.156290,0.175017
39,1476146429.0287611,2311,1412,1403,6727,3925.1,0.108776,0.101908,0.112393,3964.5,0.109589,0.100895,0.123168,4187.6,0.154341,0.143280,0.166626,4180.2,0.153023,0.143533,0.160968
8,1476146706.9693785,2463,1487,1397,6717,4324.7,0.102538,0.092491,0.112961,4424.4,0.100426,0.090408,0.117283,5173.6,0.132280,0.115973,0.147789,5105.1,0.131000,0.117530,0.158372
17,1476146714.4161007,2444,1487,1456,6714,2964.5,0.138059,0.134930,0.143046,2964.2,0.137903,0.134946,0.144918,2998.9,0.202181,0.200071,0.205858,3007.6,0.202981,0.199496,0.207869
31,1476146720.7490523,2423,1487,1457,6682,3577.1,0.119191,0.111821,0.135596,3577.0,0.119733,0.111824,0.128262,3828.6,0.165076,0.156717,0.175005,3835.1,0.164677,0.156448,0.172893
38,1476146726.8946185,2400,1486,1459,6669,3917.5,0.113322,0.102105,0.126800,3939.0,0.110808,0.101549,0.115213,4112.0,0.154664,0.145914,0.163428,4178.0,0.154691,0.143610,0.164267
0,1476147005.7517035,2495,1472,1310,6625,5306.3,0.079847,0.075382,0.085169,5341.5,0.081763,0.074885,0.086176,6130.3,0.109613,0.097874,0.115370,6163.1,0.108094,0.097354,0.115171
17,1476147013.2710316,2453,1411,1339,6625,2941.0,0.139079,0.136008,0.148412,2932.7,0.140018,0.136395,0.152861,2994.3,0.204925,0.200379,0.210688,3001.7,0.205087,0.199884,0.219088
35,1476147019.3977103,2455,1374,1299,6628,3603.9,0.112427,0.110991,0.118609,3607.4,0.111949,0.110884,0.114963,3848.9,0.159452,0.155888,0.168815,3843.1,0.161484,0.156125,0.174105
43,1476147025.8681567,2453,1375,1290,6664,3494.6,0.119626,0.114462,0.121988,3511.0,0.119291,0.113927,0.121392,3772.1,0.168291,0.159061,0.172229,3762.9,0.167598,0.159450,0.171563
0,1476147305.4630218,2521,1372,1438,6617,5478.0,0.077072,0.073019,0.079552,5594.2,0.075715,0.071503,0.077390,6405.2,0.101804,0.093674,0.104982,6504.4,0.100923,0.092246,0.104200
16,1476147312.7410805,2526,1371,1437,6610,2972.9,0.134750,0.134550,0.135034,2971.0,0.134834,0.134634,0.135134,3017.5,0.199045,0.198838,0.199385,3018.2,0.199028,0.198794,0.199258
34,1476147318.8016605,2526,1371,1438,6615,3587.7,0.112014,0.111493,0.112583,3611.5,0.111396,0.110756,0.111924,3867.3,0.155587,0.155149,0.158012,3869.8,0.155548,0.155047,0.157842
44,1476147325.3642774,2523,1372,1438,6619,3336.2,0.120749,0.119898,0.121311,3370.9,0.120353,0.118662,0.120874,3560.0,0.171297,0.168538,0.172014,3591.2,0.170579,0.167074,0.171375
9,1476147606.1477597,3511,1426,1482,6625,4606.0,0.096264,0.086843,0.114759,4905.7,0.090436,0.081537,0.094659,5172.2,0.124249,0.116005,0.136241,5167.8,0.123255,0.116103,0.130499
13,1476147613.553401,3514,1427,1486,6657,2962.3,0.138163,0.135032,0.152375,2961.7,0.136225,0.135059,0.139161,3011.8,0.201039,0.199216,0.203153,3010.2,0.202270,0.199323,0.212822
31,1476147619.9090066,3518,1428,1487,6647,3563.5,0.117143,0.112250,0.129526,3592.6,0.117010,0.111341,0.128202,3828.1,0.166479,0.156737,0.186022,3831.4,0.163535,0.156601,0.176675
45,1476147626.3307996,3533,1428,1488,6683,3464.9,0.121393,0.115445,0.132099,3499.2,0.118778,0.114311,0.130563,3746.9,0.166764,0.160131,0.173048,3748.9,0.168524,0.160047,0.192199
4,1476147905.9550538,3572,1438,1487,6679,5642.1,0.078401,0.070896,0.085195,5698.4,0.078303,0.070195,0.090659,6358.6,0.101714,0.094360,0.109079,6256.5,0.103026,0.095900,0.117247
14,1476147913.293051,3556,1437,1485,6668,2967.5,0.135875,0.134795,0.138184,2968.5,0.135625,0.134748,0.138231,3013.4,0.200274,0.199110,0.203422,3014.5,0.200427,0.199037,0.203131
24,1476147918.7801902,3576,1438,1427,6641,4061.3,0.103222,0.098490,0.114796,4122.7,0.103265,0.097025,0.116982,4328.5,0.144451,0.138617,0.155972,4335.3,0.143065,0.138398,0.153061
43,1476147925.2465725,3576,1439,1449,6651,3511.3,0.118338,0.113918,0.129302,3515.5,0.117444,0.113783,0.126818,3755.2,0.167970,0.159777,0.180156,3761.6,0.165651,0.159507,0.175026
7,1476148206.4101577,3550,1490,1489,6676,4604.1,0.093814,0.086880,0.097838,4923.4,0.090045,0.081244,0.094589,5193.3,0.124999,0.115533,0.129112,5217.7,0.124352,0.114992,0.128235
16,1476148213.6853533,3551,1495,1491,6670,2974.2,0.134595,0.134490,0.134701,2972.6,0.134744,0.134560,0.135044,3018.7,0.199001,0.198764,0.199501,3018.5,0.198984,0.198776,0.199154
30,1476148219.6975307,3552,1495,1492,6761,3595.5,0.111538,0.111251,0.111825,3609.8,0.111118,0.110810,0.111435,3870.0,0.155196,0.155038,0.155395,3872.8,0.155100,0.154926,0.155288
39,1476148225.5141082,3551,1495,1493,6761,3977.3,0.106193,0.100572,0.111353,4004.6,0.105543,0.099886,0.111058,4215.2,0.148667,0.142343,0.156375,4218.5,0.148837,0.142231,0.155991
3,1476148506.075641,3409,1574,1495,6761,5671.9,0.077500,0.070523,0.088570,5737.3,0.075590,0.069719,0.084297,6441.8,0.100453,0.093142,0.104679,6467.5,0.100115,0.092771,0.104315
12,1476148513.431783,3414,1574,1494,6762,2972.0,0.136113,0.134589,0.137876,2970.6,0.135679,0.134651,0.138002,3017.7,0.200159,0.198824,0.203092,3017.7,0.199958,0.198825,0.202583
30,1476148519.6446195,3421,1574,1496,6762,3591.8,0.114979,0.111364,0.119270,3595.4,0.115799,0.111254,0.127757,3859.4,0.163199,0.155465,0.177873,3854.6,0.161462,0.155660,0.168353
41,1476148525.209083,3423,1573,1495,6762,3961.1,0.105238,0.100982,0.121329,3981.8,0.105456,0.100458,0.122508,4212.4,0.146201,0.142437,0.156215,4218.6,0.146365,0.142226,0.158768
3,1476148805.7616172,3425,1570,1496,6773,5528.1,0.075738,0.072357,0.078880,5547.3,0.074957,0.072107,0.077062,6414.5,0.100061,0.093538,0.103652,6464.5,0.099454,0.092815,0.103254
23,1476148816.3931258,3430,1572,1495,6775,2044.0,0.195838,0.195696,0.196169,2046.1,0.195637,0.195491,0.196170,2037.9,0.294635,0.294427,0.294835,2038.0,0.294539,0.294408,0.294687
25,1476148821.9997709,3431,1573,1497,6776,4103.3,0.102625,0.097482,0.109222,4149.1,0.101555,0.096406,0.108373,4368.9,0.141952,0.137334,0.152738,4364.4,0.141758,0.137477,0.152343
37,1476148827.935541,3430,1573,1498,6777,3708.5,0.109907,0.107859,0.111070,3739.9,0.109290,0.106954,0.110974,3999.1,0.153792,0.150035,0.155886,4022.4,0.153212,0.149165,0.155748
3,1476149105.6614437,3130,1572,1498,6776,5687.7,0.076399,0.070327,0.079923,5609.5,0.076917,0.071307,0.083633,6396.2,0.104334,0.093806,0.118583,6381.6,0.102790,0.094020,0.117378
13,1476149112.9559522,3108,1574,1498,6775,2981.7,0.134905,0.134152,0.136772,2980.6,0.135430,0.134199,0.141996,3027.8,0.199516,0.198161,0.205247,3029.3,0.199661,0.198063,0.205666
32,1476149119.2065275,3121,1575,1495,6776,3586.6,0.115233,0.111525,0.120343,3606.1,0.115319,0.110922,0.122680,3866.5,0.162595,0.155179,0.178714,3866.0,0.161176,0.155198,0.168523
46,1476149125.4837089,3129,1574,1495,6776,3506.5,0.116510,0.114075,0.121179,3516.6,0.115295,0.113746,0.120702,3779.1,0.161780,0.158769,0.171421,3778.0,0.161873,0.158816,0.170749
9,1476149407.1236784,3602,1634,1522,6832,4654.4,0.092964,0.085941,0.097055,4958.5,0.089524,0.080670,0.093483,5229.3,0.123112,0.114739,0.128693,5230.8,0.122702,0.114706,0.127595
17,1476149414.4231572,3618,1634,1521,6835,2970.1,0.134961,0.134676,0.135835,2969.7,0.135018,0.134694,0.135889,3013.8,0.199392,0.199086,0.200216,3012.1,0.199405,0.199194,0.200110
25,1476149419.8213096,3619,1635,1522,6836,4125.1,0.097252,0.096967,0.097511,4147.2,0.096615,0.096450,0.096752,4366.9,0.137650,0.137397,0.137934,4366.2,0.137615,0.137418,0.137813
44,1476149425.976558,3619,1636,1523,6836,3502.9,0.114391,0.114190,0.114920,3519.3,0.113819,0.113660,0.113996,3782.4,0.158750,0.158630,0.158859,3785.3,0.158637,0.158506,0.158818
1,1476149705.842664,3514,1638,1535,6854,5586.3,0.079579,0.071604,0.093613,5614.1,0.079532,0.071249,0.091647,6358.6,0.108546,0.094361,0.127814,6371.9,0.105144,0.094163,0.120454
12,1476149713.247871,3541,1639,1533,6854,2972.2,0.137697,0.134580,0.139746,2960.3,0.137621,0.135120,0.139826,3010.8,0.202037,0.199285,0.203834,3023.0,0.201123,0.198479,0.202619
29,1476149718.7454379,3534,1640,1533,6854,4090.6,0.102559,0.097785,0.109731,4126.0,0.102457,0.096945,0.109125,4349.5,0.146341,0.137947,0.155218,4356.0,0.145365,0.137742,0.153617
38,1476149724.417349,3535,1640,1534,6853,3974.5,0.105911,0.100642,0.112118,3994.6,0.106496,0.100134,0.119073,4216.7,0.148714,0.142292,0.158184,4222.3,0.148448,0.142104,0.155856
3,1476150005.4730892,3560,1569,1521,6864,5790.1,0.074244,0.069084,0.080953,5836.2,0.073709,0.068538,0.077219,6512.1,0.099564,0.092137,0.106725,6526.8,0.099256,0.091929,0.105586
13,1476150012.8638113,3563,1598,1527,6864,2948.5,0.136787,0.135660,0.138058,2956.9,0.136814,0.135279,0.137864,3002.7,0.201882,0.199823,0.203116,3001.2,0.201685,0.199918,0.203406
34,1476150018.8866537,3563,1597,1529,6865,3585.5,0.111664,0.111560,0.111867,3605.8,0.111226,0.110931,0.111454,3865.7,0.155517,0.155212,0.156328,3869.7,0.155329,0.155051,0.155997
46,1476150025.0425642,3563,1600,1530,6865,3509.8,0.114196,0.113966,0.114522,3519.0,0.113867,0.113668,0.114107,3788.8,0.158540,0.158363,0.158658,3789.1,0.158511,0.158350,0.158729
0,1476150305.619996,3408,1509,1539,6866,5744.6,0.077294,0.069631,0.080123,5755.2,0.075330,0.069503,0.077865,6490.1,0.101756,0.092449,0.104859,6430.8,0.101681,0.093301,0.104183
23,1476150316.3042324,3410,1512,1539,6866,2033.9,0.196900,0.196664,0.197290,2034.8,0.196705,0.196576,0.196824,2028.6,0.296058,0.295765,0.296346,2027.2,0.296196,0.295970,0.296402
24,1476150321.9216678,3409,1514,1540,6867,4078.6,0.106823,0.098072,0.109390,4137.9,0.106045,0.096667,0.108546,4358.4,0.149466,0.137665,0.152998,4355.8,0.150263,0.137747,0.152630
39,1476150327.9271371,3409,1515,1540,6868,3989.7,0.100928,0.100258,0.101805,4007.1,0.100410,0.099824,0.101259,4210.8,0.143009,0.142492,0.144150,4220.9,0.142714,0.142151,0.143931
2,1476150605.5076714,3562,1611,1541,6868,5751.4,0.077079,0.069548,0.079214,5642.6,0.075304,0.070889,0.077249,6347.9,0.101213,0.094519,0.104201,6492.0,0.101305,0.092422,0.103538
19,1476150616.1795573,3567,1620,1542,6867,2035.3,0.196646,0.196529,0.196807,2038.9,0.196486,0.196181,0.196647,2029.3,0.295832,0.295667,0.296047,2029.9,0.295760,0.295582,0.295879
31,1476150622.197049,3566,1622,1545,6868,3593.1,0.111660,0.111324,0.111900,3611.3,0.111020,0.110763,0.111442,3867.6,0.155648,0.155135,0.156297,3865.0,0.155590,0.155240,0.155983
45,1476150628.342515,3566,1623,1545,6868,3516.1,0.114029,0.113762,0.114278,3523.8,0.113709,0.113515,0.114063,3788.6,0.158561,0.158369,0.158763,3788.1,0.158534,0.158389,0.158807
11,1476150906.9697418,3622,1611,1506,7069,4652.9,0.093726,0.085967,0.097951,4884.1,0.094053,0.081899,0.107106,5205.8,0.126806,0.115256,0.138556,5209.6,0.123290,0.115171,0.128807
14,1476150914.35365,3604,1610,1511,7069,2960.3,0.136548,0.135120,0.138929,2959.8,0.136649,0.135142,0.141905,3008.0,0.201742,0.199468,0.209240,3007.0,0.201153,0.199533,0.203973
25,1476150920.0471797,3622,1610,1512,7072,4090.2,0.106220,0.097795,0.112196,4115.1,0.107975,0.097204,0.121558,4335.7,0.151679,0.138385,0.164636,4343.8,0.150091,0.138127,0.167172
43,1476150926.393336,3634,1611,1513,7072,3495.8,0.117235,0.114423,0.121227,3514.9,0.118347,0.113801,0.122047,3756.8,0.165783,0.159712,0.180138,3765.6,0.164073,0.159336,0.173353
0,1476151206.2950203,3550,1608,1503,7011,5463.6,0.082600,0.073211,0.099748,5588.1,0.085186,0.071581,0.100124,6301.9,0.107256,0.095210,0.121453,6395.4,0.106648,0.093817,0.126610
15,1476151213.8512955,3584,1609,1502,7012,2962.1,0.137331,0.135041,0.140302,2953.1,0.137348,0.135453,0.138981,3004.2,0.202470,0.199719,0.206032,3005.3,0.203008,0.199647,0.207113
35,1476151220.1607144,3585,1610,1504,7019,3572.7,0.119040,0.111960,0.133771,3598.1,0.116619,0.111170,0.129209,3840.8,0.163387,0.156218,0.181118,3851.2,0.161632,0.155794,0.179904
43,1476151226.5057273,3621,1610,1505,7019,3502.6,0.119074,0.114202,0.132730,3514.0,0.118325,0.113832,0.124328,3760.2,0.165092,0.159564,0.173392,3770.3,0.163689,0.159139,0.178721
8,1476151506.0579593,3579,1612,1509,7067,4628.0,0.093031,0.086430,0.097603,4926.2,0.090537,0.081199,0.094079,5195.9,0.127866,0.115476,0.143483,5201.9,0.124819,0.115343,0.128421
20,1476151516.7765198,3564,1617,1508,7066,2035.7,0.197036,0.196495,0.197418,2036.5,0.197110,0.196419,0.198188,2029.3,0.295923,0.295674,0.296156,2029.3,0.296085,0.295671,0.296547
28,1476151522.3612037,3587,1618,1509,7067,4087.8,0.107184,0.097851,0.123096,4114.2,0.104610,0.097224,0.115643,4345.7,0.146131,0.138066,0.153328,4351.7,0.145942,0.137877,0.153348
37,1476151528.0271378,3583,1618,1508,7068,3972.0,0.108607,0.100705,0.126817,4005.0,0.106601,0.099875,0.125083,4224.6,0.148770,0.142027,0.164729,4219.7,0.148457,0.142190,0.155589
6,1476151806.4621437,3649,1600,1475,7073,4616.1,0.095081,0.086654,0.097279,4588.5,0.091837,0.087174,0.093345,5116.6,0.126453,0.117265,0.128379,5146.3,0.125985,0.116589,0.127795
