CPU,Time,N0 free,N2 free,N4 free,N6 free,Copy: Best,Copy: Avg,Copy: Min,Copy: Max,Scale: Best,Scale: Avg,Scale: Min,Scale: Max,Add: Best,Add: Avg,Add: Min,Add: Max,Triad: Best,Triad: Avg,Triad: Min,Triad: Max
47,1476180325.16378,4453,1778,1771,7272,3517.1,0.116961,0.113731,0.120098,3528.2,0.117058,0.113372,0.120324,3797.3,0.164756,0.158006,0.170547,3800.5,0.164393,0.157876,0.170060
11,1476180606.8195114,4444,1776,1767,7265,4494.7,0.094630,0.088994,0.096371,4893.2,0.091114,0.081746,0.093012,5241.2,0.125796,0.114478,0.128044,5165.8,0.125478,0.116148,0.127566
15,1476180614.050132,4454,1776,1772,7264,2992.0,0.133785,0.133689,0.133994,2988.8,0.133899,0.133835,0.134100,3038.5,0.197694,0.197469,0.198193,3038.7,0.197596,0.197454,0.197865
34,1476180620.0529668,4455,1777,1773,7265,3594.6,0.111474,0.111278,0.111746,3617.3,0.110889,0.110580,0.111182,3878.3,0.154861,0.154709,0.155175,3880.6,0.154768,0.154616,0.155112
45,1476180626.3557856,4454,1777,1773,7265,3507.0,0.116977,0.114059,0.120282,3515.8,0.117127,0.113771,0.120667,3783.4,0.164233,0.158587,0.171115,3792.0,0.164011,0.158226,0.170533
10,1476180906.605513,4449,1775,1772,7271,4704.4,0.091198,0.085027,0.095957,4956.0,0.088675,0.080711,0.092996,5261.3,0.123075,0.114040,0.127762,5277.8,0.122288,0.113684,0.127022
13,1476180913.8297954,4455,1775,1773,7271,2994.5,0.133669,0.133579,0.133805,2991.3,0.133838,0.133719,0.134011,3038.7,0.197530,0.197453,0.197695,3040.1,0.197549,0.197361,0.197864
31,1476180919.9075663,4455,1776,1773,7272,3572.6,0.113814,0.111964,0.116268,3594.8,0.113177,0.111271,0.115727,3872.3,0.156646,0.154947,0.163335,3872.6,0.156816,0.154935,0.165909
41,1476180925.9031677,4455,1776,1773,7272,3627.4,0.110436,0.110273,0.110587,3627.3,0.110394,0.110275,0.110483,3869.5,0.155217,0.155057,0.155410,3879.9,0.154777,0.154645,0.154927
10,1476181206.2625055,4444,1775,1771,7266,4600.2,0.092253,0.086953,0.097029,4763.3,0.089572,0.083975,0.093029,5055.4,0.124293,0.118685,0.127561,5118.3,0.123372,0.117227,0.126901
23,1476181216.8756595,4454,1778,1773,7266,2046.9,0.195479,0.195419,0.195548,2049.7,0.195228,0.195150,0.195343,2039.8,0.294191,0.294149,0.294220,2040.9,0.294077,0.293990,0.294137
34,1476181222.8703866,4454,1779,1773,7267,3601.3,0.111320,0.111070,0.111683,3620.2,0.110709,0.110491,0.111045,3880.8,0.154772,0.154607,0.154963,3883.1,0.154568,0.154516,0.154667
39,1476181228.4911327,4454,1779,1774,7268,4012.1,0.105746,0.099699,0.110371,4032.1,0.105600,0.099205,0.110414,4248.6,0.148717,0.141222,0.154841,4253.8,0.148516,0.141049,0.154613
0,1476181505.7817683,4457,1780,1768,7268,5880.2,0.071967,0.068025,0.077545,5826.9,0.072152,0.068647,0.076131,6595.7,0.096227,0.090968,0.102754,6609.6,0.095557,0.090777,0.102120
21,1476181516.3964558,4458,1779,1768,7270,2046.0,0.195551,0.195500,0.195590,2049.6,0.195330,0.195160,0.195502,2040.6,0.294124,0.294035,0.294229,2041.5,0.294002,0.293906,0.294092
25,1476181521.8045616,4458,1780,1768,7270,4129.5,0.096971,0.096863,0.097076,4160.4,0.096317,0.096144,0.096473,4374.1,0.137255,0.137172,0.137409,4378.3,0.137097,0.137038,0.137201
45,1476181527.9310167,4458,1780,1768,7271,3527.6,0.113698,0.113390,0.113992,3535.8,0.113457,0.113127,0.113722,3802.4,0.158037,0.157797,0.158288,3804.1,0.157863,0.157723,0.158050
1,1476181805.3552582,4445,1775,1769,7265,5855.6,0.071999,0.068311,0.078238,5822.3,0.072491,0.068701,0.078069,6574.3,0.096394,0.091264,0.103483,6590.0,0.096137,0.091047,0.102610
21,1476181815.972454,4453,1777,1771,7265,2046.2,0.195589,0.195488,0.195695,2047.1,0.195474,0.195395,0.195578,2040.7,0.294143,0.294014,0.294264,2040.2,0.294173,0.294088,0.294284
30,1476181822.1826794,4455,1778,1772,7266,3573.9,0.114982,0.111924,0.117949,3586.0,0.114173,0.111544,0.117776,3830.1,0.161403,0.156654,0.167993,3834.0,0.160860,0.156493,0.167034
47,1476181828.3182414,4455,1779,1773,7267,3519.2,0.113866,0.113663,0.114080,3537.7,0.113454,0.113068,0.113815,3799.4,0.158332,0.157918,0.159119,3801.8,0.158258,0.157821,0.159023
4,1476182105.7634654,4447,1776,1772,7270,5804.9,0.073710,0.068907,0.078075,5829.2,0.073648,0.068620,0.076364,6552.1,0.099280,0.091574,0.102818,6591.5,0.099159,0.091026,0.102262
13,1476182113.02655,4449,1779,1771,7270,2986.3,0.134353,0.133944,0.135075,2981.4,0.134436,0.134163,0.135003,3028.9,0.198416,0.198091,0.199216,3032.5,0.198330,0.197859,0.199362
33,1476182119.0280416,4450,1779,1771,7270,3599.3,0.111332,0.111132,0.111575,3617.7,0.110832,0.110568,0.111034,3877.0,0.155171,0.154758,0.155722,3881.1,0.154975,0.154596,0.155712
36,1476182124.878472,4449,1779,1772,7271,3886.3,0.109063,0.102926,0.110456,3942.0,0.109454,0.101471,0.110518,4222.3,0.153661,0.142102,0.155170,4228.7,0.153255,0.141886,0.154794
2,1476182405.663551,4443,1775,1772,7266,5854.3,0.074337,0.068326,0.078118,5809.7,0.073800,0.068850,0.076491,6532.0,0.099564,0.091855,0.103428,6571.0,0.098811,0.091311,0.102924
19,1476182416.2691705,4454,1777,1772,7265,2047.0,0.195460,0.195412,0.195525,2049.5,0.195323,0.195172,0.195575,2040.7,0.294112,0.294017,0.294217,2041.9,0.294075,0.293843,0.294229
35,1476182422.2739263,4454,1777,1773,7266,3604.7,0.111273,0.110966,0.111576,3616.7,0.110837,0.110597,0.111136,3878.3,0.155023,0.154707,0.155861,3881.2,0.154882,0.154590,0.155617
41,1476182427.8345387,4453,1778,1774,7267,4024.4,0.099532,0.099393,0.099648,4032.3,0.099257,0.099198,0.099293,4251.1,0.141198,0.141139,0.141257,4253.9,0.141160,0.141048,0.141293
3,1476182705.2797236,4448,1776,1774,7267,5829.7,0.075275,0.068614,0.078470,5843.1,0.074164,0.068457,0.076417,6559.7,0.099637,0.091467,0.102865,6539.3,0.099518,0.091753,0.102669
14,1476182712.525849,4452,1778,1774,7267,2989.4,0.133964,0.133805,0.134407,2987.4,0.134093,0.133894,0.134457,3032.0,0.198167,0.197890,0.198574,3034.8,0.198104,0.197706,0.198797
34,1476182718.5229177,4452,1779,1774,7268,3599.7,0.111365,0.111119,0.111572,3615.6,0.110791,0.110632,0.110929,3880.6,0.154755,0.154617,0.154890,3884.4,0.154566,0.154465,0.154760
47,1476182724.6507232,4451,1779,1774,7268,3525.8,0.113847,0.113448,0.114134,3533.8,0.113393,0.113194,0.113662,3803.2,0.157948,0.157763,0.158212,3805.2,0.157794,0.157681,0.158002
4,1476183005.0428026,4443,1778,1766,7265,5845.6,0.072457,0.068428,0.078038,5843.6,0.072346,0.068451,0.076518,6580.3,0.097137,0.091181,0.104607,6601.3,0.096793,0.090891,0.103163
22,1476183015.6599252,4455,1777,1767,7271,2046.8,0.195583,0.195426,0.195708,2047.6,0.195447,0.195354,0.195598,2040.2,0.294204,0.294089,0.294331,2040.8,0.294157,0.294000,0.294398
28,1476183020.9069054,4455,1779,1768,7272,4129.0,0.097136,0.096875,0.098030,4157.0,0.096430,0.096222,0.096952,4374.5,0.137455,0.137159,0.138338,4378.6,0.137277,0.137030,0.138273
47,1476183027.0328875,4455,1778,1768,7272,3522.4,0.113850,0.113560,0.114009,3533.7,0.113381,0.113197,0.113758,3800.9,0.157988,0.157858,0.158079,3805.0,0.157893,0.157686,0.158295
0,1476183305.4377487,4450,1779,1767,7272,5758.5,0.075009,0.069463,0.078726,5678.1,0.074407,0.070446,0.076996,6368.4,0.099741,0.094215,0.103405,6384.3,0.099600,0.093980,0.102965
15,1476183312.6777878,4450,1779,1772,7272,2992.3,0.134036,0.133676,0.134643,2990.2,0.134161,0.133772,0.134475,3035.3,0.197934,0.197676,0.198329,3037.5,0.197881,0.197530,0.198201
25,1476183318.4150333,4449,1779,1773,7272,3708.1,0.108072,0.107873,0.108205,3709.0,0.108061,0.107845,0.108162,3950.0,0.152099,0.151898,0.152241,3962.9,0.151572,0.151405,0.151699
41,1476183323.9974535,4448,1779,1774,7272,4025.0,0.099673,0.099380,0.100641,4039.3,0.099322,0.099028,0.099996,4252.9,0.141455,0.141082,0.142209,4257.2,0.141292,0.140938,0.141884
4,1476183605.4777217,4449,1774,1765,7264,5520.7,0.075245,0.072455,0.078619,5490.1,0.074926,0.072859,0.076592,6144.3,0.100870,0.097651,0.104215,6346.1,0.099656,0.094546,0.102475
20,1476183616.0987577,4455,1773,1772,7270,2047.1,0.195554,0.195401,0.195732,2048.8,0.195421,0.195236,0.195904,2040.2,0.294391,0.294085,0.294773,2040.1,0.294371,0.294110,0.294702
27,1476183621.5159042,4454,1775,1773,7272,4126.9,0.101433,0.096924,0.108487,4154.9,0.101250,0.096273,0.108282,4368.8,0.144009,0.137336,0.152287,4371.0,0.143928,0.137268,0.151854
36,1476183627.056297,4454,1776,1774,7272,4016.6,0.103330,0.099586,0.109645,4031.6,0.102490,0.099215,0.108705,4248.4,0.145416,0.141230,0.154083,4252.5,0.144706,0.141095,0.152234
3,1476183905.4674509,4449,1774,1770,7273,5853.6,0.074076,0.068334,0.078363,5831.3,0.073357,0.068595,0.076382,6561.6,0.098442,0.091441,0.102704,6551.4,0.098608,0.091583,0.102123
23,1476183916.081512,4454,1775,1772,7272,2047.4,0.195425,0.195369,0.195561,2049.4,0.195274,0.195179,0.195383,2040.2,0.294198,0.294096,0.294320,2039.9,0.294282,0.294134,0.294437
34,1476183922.0796585,4454,1775,1773,7272,3594.0,0.111461,0.111296,0.111841,3615.0,0.110785,0.110649,0.110967,3879.9,0.154748,0.154644,0.154917,3881.6,0.154668,0.154574,0.154933
41,1476183927.7021234,4453,1775,1773,7272,4015.0,0.100845,0.099627,0.107631,4030.0,0.100208,0.099256,0.106552,4248.4,0.141734,0.141230,0.144353,4251.9,0.141793,0.141113,0.144069
10,1476184206.0788343,4442,1774,1769,7268,4719.5,0.087542,0.084754,0.097116,4996.5,0.083521,0.080056,0.093070,5271.4,0.117051,0.113821,0.127465,5286.8,0.116823,0.113490,0.126327
23,1476184216.691536,4452,1774,1772,7270,2046.5,0.195515,0.195458,0.195630,2047.2,0.195473,0.195387,0.195611,2040.4,0.294107,0.294057,0.294188,2041.0,0.294075,0.293976,0.294144
26,1476184222.1536446,4453,1774,1773,7271,4079.2,0.102106,0.098059,0.107303,4099.2,0.100798,0.097579,0.106445,4306.0,0.143596,0.139341,0.150072,4320.3,0.143159,0.138878,0.149584
36,1476184227.723143,4452,1774,1773,7271,4018.7,0.099678,0.099534,0.099807,4028.8,0.099422,0.099285,0.099537,4245.8,0.141406,0.141316,0.141478,4249.2,0.141272,0.141203,0.141434
6,1476184506.1092272,4446,1778,1773,7268,4612.7,0.095119,0.086717,0.096951,4518.3,0.092557,0.088529,0.093307,5033.2,0.126765,0.119209,0.128027,4963.8,0.126221,0.120876,0.127083
18,1476184516.7248755,4448,1778,1772,7271,2046.3,0.195562,0.195472,0.195644,2048.4,0.195409,0.195278,0.195532,2039.2,0.294323,0.294227,0.294407,2039.6,0.294306,0.294175,0.294487
34,1476184522.7187052,4447,1779,1773,7272,3603.4,0.111217,0.111005,0.111417,3618.0,0.110799,0.110558,0.111142,3879.6,0.154753,0.154656,0.154844,3880.0,0.154680,0.154638,0.154757
40,1476184528.2859762,4447,1779,1773,7272,4018.7,0.100220,0.099534,0.100861,4034.4,0.099464,0.099148,0.099856,4252.7,0.141262,0.141087,0.141408,4253.7,0.141237,0.141054,0.141516
10,1476184806.6888523,4437,1774,1768,7268,4552.5,0.094592,0.087863,0.096849,4827.3,0.091660,0.082863,0.093508,5175.6,0.125609,0.115928,0.128120,5205.7,0.125146,0.115258,0.127280
13,1476184813.974271,4445,1774,1770,7271,2986.0,0.135516,0.133960,0.141429,2984.3,0.134938,0.134033,0.137267,3027.0,0.199594,0.198216,0.202264,3031.2,0.199514,0.197944,0.202327
34,1476184820.2036548,4425,1774,1771,7272,3587.9,0.116140,0.111486,0.125278,3603.6,0.113943,0.111001,0.119303,3856.1,0.162068,0.155597,0.178288,3859.5,0.160837,0.155462,0.173097
44,1476184826.5430827,4421,1774,1772,7272,3507.3,0.119187,0.114049,0.129792,3516.1,0.117314,0.113763,0.121009,3768.2,0.164939,0.159227,0.175726,3775.2,0.164521,0.158930,0.179182
0,1476185106.2110693,4337,1775,1772,7268,5728.0,0.077900,0.069832,0.090301,5584.6,0.079905,0.071626,0.089176,6184.7,0.104957,0.097013,0.117613,6488.9,0.103846,0.092465,0.117400
21,1476185116.8817449,4336,1774,1771,7270,2037.2,0.196655,0.196344,0.197152,2038.7,0.196784,0.196201,0.197685,2032.3,0.295443,0.295233,0.296026,2032.4,0.295483,0.295216,0.296007
24,1476185122.7904372,4321,1774,1773,7271,4065.9,0.109545,0.098380,0.122046,4039.1,0.107433,0.099032,0.113687,4263.5,0.151679,0.140730,0.168224,4326.0,0.152706,0.138695,0.164126
39,1476185128.7504761,4344,1775,1772,7271,3821.9,0.111879,0.104659,0.122713,3889.5,0.111033,0.102842,0.123028,4216.7,0.152870,0.142293,0.165765,4206.2,0.152579,0.142647,0.156719
6,1476185405.9814448,4435,1774,1769,7266,4699.0,0.091220,0.085124,0.097555,4977.8,0.087803,0.080357,0.094848,5250.4,0.121362,0.114278,0.127933,5254.4,0.120743,0.114191,0.127240
23,1476185416.625532,4444,1776,1769,7268,2040.5,0.196136,0.196026,0.196285,2041.6,0.196050,0.195923,0.196154,2034.9,0.294910,0.294851,0.294969,2035.0,0.294930,0.294847,0.294992
30,1476185422.7924898,4445,1777,1772,7269,3559.5,0.114435,0.112376,0.116907,3586.3,0.113410,0.111535,0.116389,3821.8,0.159936,0.156994,0.165367,3828.8,0.159582,0.156708,0.164202
44,1476185428.9396007,4445,1778,1773,7269,3516.3,0.114005,0.113755,0.114282,3531.9,0.113515,0.113255,0.113820,3792.4,0.158702,0.158213,0.159323,3795.1,0.158552,0.158098,0.159285
5,1476185705.4713733,4454,1778,1766,7263,5812.7,0.076746,0.068815,0.082471,5733.8,0.075915,0.069762,0.081614,6494.6,0.103597,0.092384,0.111299,6559.3,0.102057,0.091473,0.107349
18,1476185716.0899675,4457,1777,1764,7268,2046.8,0.195510,0.195431,0.195564,2048.8,0.195347,0.195234,0.195538,2040.1,0.294213,0.294105,0.294400,2039.7,0.294333,0.294159,0.294473
34,1476185722.107243,4459,1778,1767,7269,3597.3,0.111505,0.111194,0.111908,3616.4,0.110865,0.110606,0.111049,3869.5,0.155550,0.155058,0.155848,3870.0,0.155489,0.155040,0.155783
39,1476185727.4725938,4459,1778,1767,7270,4021.6,0.099614,0.099462,0.099782,4031.7,0.099282,0.099214,0.099347,4247.8,0.141347,0.141249,0.141486,4247.3,0.141306,0.141266,0.141353
2,1476186005.1394947,4451,1774,1769,7265,5756.6,0.074790,0.069485,0.079479,5757.5,0.074458,0.069475,0.078235,6514.8,0.099581,0.092098,0.103414,6520.8,0.098970,0.092013,0.102652
14,1476186012.3838608,4457,1778,1772,7265,2988.1,0.134085,0.133864,0.134286,2984.5,0.134172,0.134028,0.134349,3030.9,0.198140,0.197959,0.198478,3032.8,0.198126,0.197835,0.198433
35,1476186018.3845553,4457,1778,1773,7265,3599.4,0.111479,0.111131,0.111835,3621.2,0.110957,0.110462,0.111654,3878.5,0.154768,0.154699,0.154865,3881.3,0.154674,0.154587,0.154803
44,1476186024.5141766,4458,1778,1773,7266,3523.4,0.113896,0.113526,0.114265,3533.4,0.113384,0.113206,0.113809,3799.9,0.157998,0.157899,0.158155,3801.4,0.157937,0.157835,0.158102
0,1476186305.9764018,4452,1776,1770,7272,5868.1,0.074916,0.068165,0.080160,5666.8,0.074563,0.070587,0.076555,6478.4,0.099554,0.092615,0.103338,6556.3,0.099351,0.091515,0.103464
14,1476186313.229134,4454,1775,1772,7272,2985.0,0.134157,0.134005,0.134599,2983.0,0.134299,0.134092,0.134678,3028.5,0.198350,0.198118,0.198854,3030.2,0.198203,0.198006,0.198531
28,1476186318.7796555,4454,1776,1773,7272,4115.2,0.105158,0.097200,0.111768,4149.8,0.104660,0.096391,0.111586,4370.2,0.147390,0.137294,0.153328,4368.2,0.148100,0.137355,0.151997
43,1476186325.1963956,4453,1776,1773,7272,3398.1,0.118790,0.117713,0.119787,3442.5,0.117889,0.116194,0.119153,3662.4,0.167511,0.163826,0.169537,3664.8,0.166952,0.163720,0.168687
5,1476186605.6801453,4444,1774,1769,7266,5735.9,0.074658,0.069736,0.079957,5642.9,0.073933,0.070886,0.076291,6498.9,0.099334,0.092323,0.102985,6541.2,0.099304,0.091726,0.105051
13,1476186612.9039922,4454,1778,1771,7267,2994.4,0.133674,0.133584,0.133825,2992.0,0.133801,0.133689,0.133932,3039.1,0.197518,0.197427,0.197668,3040.9,0.197470,0.197310,0.197583
30,1476186619.1025784,4455,1779,1773,7267,3599.3,0.111373,0.111132,0.111599,3620.7,0.110743,0.110477,0.110956,3875.5,0.154921,0.154819,0.154980,3877.0,0.154830,0.154760,0.154952
38,1476186624.5203228,4455,1779,1773,7268,4009.5,0.101308,0.099764,0.107652,4027.3,0.100864,0.099323,0.107928,4249.5,0.142879,0.141194,0.151694,4254.1,0.142784,0.141042,0.152544
9,1476186906.7196946,4454,1774,1768,7272,4712.5,0.090193,0.084880,0.096503,4988.7,0.086343,0.080181,0.092864,5248.1,0.119724,0.114328,0.127798,5252.5,0.119461,0.114232,0.127063
21,1476186917.3404844,4457,1773,1772,7271,2046.3,0.195588,0.195478,0.196051,2047.9,0.195539,0.195324,0.196098,2041.1,0.294142,0.293963,0.294332,2040.2,0.294168,0.294085,0.294305
33,1476186923.357275,4456,1774,1773,7272,3598.7,0.111454,0.111151,0.111993,3618.6,0.110945,0.110539,0.111440,3872.8,0.155323,0.154928,0.156706,3874.9,0.155187,0.154843,0.156442
36,1476186928.8793917,4455,1774,1773,7272,4023.2,0.099686,0.099423,0.100202,4033.6,0.099246,0.099168,0.099477,4250.6,0.141241,0.141157,0.141360,4256.7,0.141136,0.140954,0.141374
0,1476187205.353391,4441,1778,1770,7268,5842.7,0.075487,0.068462,0.079340,5826.7,0.074848,0.068650,0.078305,6551.2,0.099854,0.091586,0.104966,6573.1,0.099451,0.091281,0.103548
20,1476187215.9691105,4452,1778,1769,7270,2045.8,0.195588,0.195527,0.195672,2048.6,0.195345,0.195254,0.195407,2039.9,0.294191,0.294138,0.294361,2040.5,0.294181,0.294045,0.294325
29,1476187221.3904614,4452,1778,1770,7271,4126.6,0.097086,0.096931,0.097360,4155.6,0.096413,0.096256,0.096713,4372.1,0.137322,0.137233,0.137729,4375.5,0.137242,0.137126,0.137630
36,1476187226.9512827,4452,1779,1770,7272,4017.3,0.099691,0.099570,0.099845,4030.5,0.099321,0.099243,0.099398,4250.8,0.141240,0.141149,0.141354,4256.5,0.141106,0.140960,0.141235
7,1476187506.32492,4450,1776,1771,7272,4697.7,0.093433,0.085148,0.096756,4953.1,0.090259,0.080758,0.093374,5252.0,0.124800,0.114241,0.128034,5256.8,0.124763,0.114137,0.127290
20,1476187516.940274,4451,1779,1770,7272,2046.5,0.195556,0.195452,0.195659,2048.7,0.195293,0.195246,0.195333,2039.8,0.294256,0.294148,0.294378,2040.2,0.294180,0.294087,0.294265
32,1476187523.0230777,4451,1779,1770,7272,3599.0,0.111384,0.111141,0.111643,3619.2,0.110822,0.110523,0.111083,3879.6,0.154741,0.154655,0.154801,3883.0,0.154631,0.154519,0.154773
38,1476187528.8546686,4451,1779,1770,7272,4008.5,0.106310,0.099789,0.110358,4029.2,0.106395,0.099275,0.110467,4247.1,0.149569,0.141274,0.155268,4252.5,0.149225,0.141095,0.154615
9,1476187806.4518788,4443,1775,1769,7266,4728.3,0.090050,0.084597,0.095856,4986.5,0.086379,0.080216,0.092196,5262.0,0.119741,0.114025,0.126897,5272.5,0.119872,0.113798,0.126597
17,1476187813.7290516,4451,1778,1769,7268,2983.0,0.134472,0.134095,0.135600,2979.1,0.134510,0.134267,0.135629,3030.1,0.198456,0.198013,0.199661,3032.1,0.198323,0.197883,0.199001
34,1476187819.730768,4451,1779,1770,7269,3610.3,0.111226,0.110794,0.111515,3614.2,0.110841,0.110674,0.111015,3876.1,0.155022,0.154796,0.155855,3881.3,0.154776,0.154589,0.155424
45,1476187825.865669,4451,1779,1770,7270,3521.6,0.113852,0.113586,0.113974,3524.5,0.113592,0.113491,0.113762,3793.2,0.158237,0.158178,0.158334,3794.9,0.158140,0.158105,0.158197
1,1476188105.3556502,4444,1779,1774,7269,5813.1,0.075150,0.068810,0.078443,5821.3,0.074505,0.068713,0.076758,6531.5,0.100272,0.091863,0.103003,6548.4,0.099572,0.091626,0.102461
14,1476188112.5951824,4450,1778,1773,7269,2988.9,0.133951,0.133829,0.134030,2985.5,0.134078,0.133982,0.134207,3033.3,0.197960,0.197803,0.198318,3034.5,0.197940,0.197724,0.198245
29,1476188118.0128825,4451,1779,1774,7269,4132.5,0.096913,0.096793,0.097066,4155.9,0.096287,0.096249,0.096332,4374.3,0.137256,0.137165,0.137365,4375.0,0.137217,0.137142,0.137309
37,1476188123.8610497,4451,1779,1774,7269,3633.9,0.110429,0.110075,0.110747,3617.1,0.110668,0.110585,0.110743,3864.3,0.155436,0.155269,0.155694,3885.3,0.154827,0.154427,0.155109
1,1476188405.2411077,4442,1771,1769,7269,5869.9,0.073428,0.068144,0.077960,5842.6,0.073688,0.068463,0.079791,6545.8,0.098592,0.091662,0.105947,6559.2,0.097908,0.091475,0.103104
22,1476188415.8606162,4451,1778,1767,7268,2046.5,0.195589,0.195456,0.196014,2048.0,0.195445,0.195310,0.195818,2040.8,0.294137,0.294005,0.294790,2041.4,0.294059,0.293909,0.294556
28,1476188421.2880788,4452,1779,1768,7269,4129.7,0.097186,0.096859,0.098054,4156.6,0.096467,0.096233,0.096999,4371.0,0.137535,0.137268,0.138298,4377.8,0.137283,0.137056,0.138097
43,1476188427.416169,4452,1778,1768,7270,3518.5,0.113971,0.113684,0.114332,3528.7,0.113487,0.113357,0.113640,3793.1,0.158300,0.158181,0.158579,3795.3,0.158153,0.158091,0.158223
8,1476188706.9669302,4401,1779,1774,7272,4558.6,0.092845,0.087746,0.097017,4870.4,0.090441,0.082128,0.094059,5197.9,0.124943,0.115431,0.128581,5215.3,0.124078,0.115046,0.127539
18,1476188717.586813,4402,1778,1776,7272,2045.5,0.195641,0.195548,0.195786,2047.7,0.195419,0.195345,0.195569,2038.4,0.294498,0.294352,0.294629,2038.3,0.294406,0.294356,0.294455
35,1476188723.5825276,4402,1779,1777,7272,3603.2,0.111252,0.111011,0.111876,3617.1,0.110763,0.110587,0.110967,3878.7,0.154801,0.154693,0.154949,3881.9,0.154679,0.154563,0.154894
36,1476188728.9430478,4402,1779,1777,7272,4008.7,0.100142,0.099784,0.100759,4029.1,0.099588,0.099277,0.099987,4248.0,0.141379,0.141243,0.141643,4251.9,0.141235,0.141112,0.141431
8,1476189006.3064437,4397,1774,1774,7270,4511.7,0.093270,0.088658,0.096757,4805.7,0.090776,0.083234,0.093459,5171.9,0.125548,0.116012,0.128882,5225.8,0.124735,0.114816,0.127740
23,1476189016.9347436,4403,1775,1776,7269,2044.0,0.195870,0.195692,0.196310,2046.6,0.195619,0.195448,0.195918,2037.7,0.294578,0.294450,0.294730,2038.1,0.294609,0.294385,0.294838
34,1476189023.2034662,4403,1777,1777,7270,3574.4,0.116576,0.111908,0.118282,3591.1,0.116557,0.111385,0.118227,3871.2,0.164140,0.154989,0.168026,3860.3,0.164582,0.155430,0.167340
36,1476189028.8791864,4403,1777,1778,7271,3827.5,0.106688,0.104507,0.108900,3902.7,0.105615,0.102493,0.108176,4098.4,0.149678,0.146400,0.152667,4105.3,0.149151,0.146153,0.152072
8,1476189306.1810615,4404,1775,1775,7271,4718.9,0.091802,0.084765,0.096422,4986.2,0.088301,0.080222,0.093127,5240.0,0.122263,0.114503,0.127969,5265.1,0.122335,0.113957,0.127021
13,1476189313.4175565,4408,1777,1774,7271,2993.2,0.133922,0.133638,0.134328,2990.8,0.134060,0.133745,0.134464,3038.1,0.197898,0.197490,0.198191,3041.3,0.197818,0.197282,0.198199
34,1476189319.4139683,4408,1777,1775,7271,3603.0,0.111297,0.111018,0.111618,3617.7,0.110816,0.110567,0.111186,3879.8,0.154705,0.154646,0.154772,3884.9,0.154573,0.154445,0.154657
36,1476189324.9787643,4408,1777,1775,7272,4005.1,0.104555,0.099873,0.110454,4022.1,0.104605,0.099450,0.110495,4242.2,0.147531,0.141435,0.155091,4250.8,0.147352,0.141151,0.154493
6,1476189606.4598398,4398,1775,1774,7266,4725.3,0.089371,0.084650,0.097035,5012.3,0.086038,0.079804,0.095919,5251.6,0.120376,0.114251,0.128989,5270.1,0.119579,0.113849,0.126913
21,1476189617.0772774,4406,1775,1777,7269,2047.4,0.195499,0.195367,0.195718,2049.6,0.195356,0.195160,0.195831,2039.8,0.294286,0.294143,0.294791,2040.5,0.294221,0.294047,0.294688
26,1476189622.7971938,4402,1776,1778,7271,3733.3,0.107733,0.107144,0.108173,3745.6,0.107598,0.106793,0.108164,3982.9,0.151450,0.150645,0.152289,4001.9,0.150819,0.149929,0.151597
41,1476189628.3673315,4401,1776,1778,7271,4023.6,0.099675,0.099413,0.100335,4033.4,0.099379,0.099173,0.099844,4245.9,0.141440,0.141313,0.142062,4254.2,0.141185,0.141036,0.141838
10,1476189906.7555196,4381,1779,1773,7268,4671.1,0.094283,0.085633,0.096371,4710.9,0.091722,0.084910,0.093621,5037.6,0.126479,0.119104,0.128392,4997.5,0.125930,0.120061,0.127437
15,1476189913.996651,4384,1779,1773,7270,2988.8,0.133931,0.133835,0.134024,2987.3,0.134036,0.133902,0.134096,3033.5,0.197913,0.197791,0.198009,3034.2,0.197864,0.197744,0.197964
26,1476189919.615097,4383,1779,1774,7270,4035.9,0.106771,0.099111,0.108270,4031.4,0.106683,0.099221,0.108157,4331.5,0.149401,0.138519,0.152329,4259.8,0.149944,0.140852,0.151798
39,1476189925.4099,4386,1779,1774,7271,3726.1,0.109248,0.107352,0.109838,3745.3,0.108949,0.106801,0.109728,3973.4,0.153196,0.151005,0.154086,3984.3,0.152673,0.150592,0.153463
10,1476190206.8096251,4374,1776,1771,7267,4650.5,0.094388,0.086012,0.097081,4936.4,0.090441,0.081030,0.093471,5207.2,0.125099,0.115224,0.128926,5260.7,0.124880,0.114054,0.128007
20,1476190217.4217253,4383,1777,1770,7269,2046.7,0.195514,0.195432,0.195604,2050.1,0.195201,0.195113,0.195341,2040.3,0.294190,0.294075,0.294299,2041.5,0.294079,0.293895,0.294288
24,1476190223.2306747,4381,1778,1771,7271,4117.9,0.106620,0.097138,0.108412,4138.7,0.106442,0.096648,0.108151,4358.3,0.149338,0.137668,0.152302,4345.3,0.149634,0.138079,0.151780
37,1476190228.8163228,4380,1778,1772,7271,4017.6,0.099927,0.099563,0.100880,4027.2,0.099616,0.099325,0.100371,4235.9,0.141926,0.141645,0.142857,4241.7,0.141700,0.141452,0.142630
2,1476190505.4632568,4279,1776,1773,7271,5768.9,0.076581,0.069337,0.083163,5749.7,0.076695,0.069569,0.088333,6424.8,0.102793,0.093388,0.110282,6448.8,0.103784,0.093041,0.117799
